hospital_id,timestamp,current_occupancy,staff_on_duty,avg_discharge_rate,emergency_incoming,target_prob
102,2023-01-06 04:00:00,0.8038235701272252,12,0.5616419590155718,5,0.32589746431920624
103,2023-01-06 05:00:00,0.71444770979702,16,0.31102185098823454,5,0.39157670944050443
104,2023-01-06 06:00:00,0.5359115136626044,20,0.5800779830676245,7,0.5825820084793056
102,2023-01-06 07:00:00,0.30665863849274066,5,0.3390995975741826,3,0.7697499425536141
101,2023-01-06 08:00:00,0.6293254788424743,15,0.43716951447828634,4,0.5595263929170173
102,2023-01-06 09:00:00,0.614488180130005,20,0.2980166504021803,7,0.4419930361818154
104,2023-01-06 10:00:00,0.4656911585345672,6,0.23691612806009152,1,0.5768806154125545
103,2023-01-06 11:00:00,0.35423372262766234,13,0.52335430113071,4,0.6658357672270238
104,2023-01-06 12:00:00,0.7994337132587301,12,0.29442813267229784,5,0.3603245541955978
104,2023-01-06 13:00:00,0.9055368143098323,15,0.39275665620005307,6,0.21523431577758592
102,2023-01-06 14:00:00,0.6203177985456712,13,0.3815479595577944,9,0.5290066087745514
103,2023-01-06 15:00:00,0.36130733817009336,10,0.4717018410905953,8,0.6985735092292483
101,2023-01-06 16:00:00,0.9411803478081668,16,0.37682610412634954,3,0.24195073375042228
103,2023-01-06 17:00:00,0.8958764174625844,18,0.21734004814187777,7,0.22190504331747002
102,2023-01-06 18:00:00,0.5185123530755639,6,0.3431891745853144,2,0.6181832702687933
101,2023-01-06 19:00:00,0.7630658474189644,10,0.29042401182469524,2,0.34907344478430535
102,2023-01-06 20:00:00,0.743117823869812,16,0.31995193610312034,0,0.532460573218094
103,2023-01-06 21:00:00,0.7353925887879856,15,0.10691599434812413,8,0.43226895860638737
101,2023-01-06 22:00:00,0.653121595332334,5,0.2095624389419087,2,0.44560128903260604
102,2023-01-06 23:00:00,0.36534901356472027,6,0.5485348534660713,0,0.6693399334858865
103,2023-01-07 00:00:00,0.8454873776530973,7,0.11433216401007265,7,0.38642385935838564
104,2023-01-07 01:00:00,0.8453694903973679,10,0.3724598270882188,0,0.41350822616299354
104,2023-01-07 02:00:00,0.33133848132246624,9,0.37474292943861864,2,0.7173620662783475
103,2023-01-07 03:00:00,0.4190575789594196,10,0.39283738192570905,1,0.6374821433888865
104,2023-01-07 04:00:00,0.33621168549096325,14,0.5816652976512294,8,0.5675957103753366
103,2023-01-07 05:00:00,0.6523005027384884,6,0.46104285661762645,9,0.4556410935310976
103,2023-01-07 06:00:00,0.9233411704938741,14,0.22414724289207308,2,0.3892846878037768
103,2023-01-07 07:00:00,0.6931915472930289,14,0.46328187858076286,8,0.4729239737822467
104,2023-01-07 08:00:00,0.698399168499739,16,0.13844656931932928,5,0.46067087169513804
104,2023-01-07 09:00:00,0.904871314409611,7,0.15856261170321476,1,0.3959374913203463
103,2023-01-07 10:00:00,0.3541197421566399,19,0.4142644716304229,4,0.7471764165753865
104,2023-01-07 11:00:00,0.8718153449774659,9,0.5422842768044166,6,0.23719076354388388
101,2023-01-07 12:00:00,0.7432816752611013,10,0.4701509036775954,3,0.47064966104555117
104,2023-01-07 13:00:00,0.8167658282032664,11,0.30236070690842687,2,0.4657358974364937
103,2023-01-07 14:00:00,0.6351936803333484,19,0.2566497464433717,10,0.47811035609419594
103,2023-01-07 15:00:00,0.45716890723884884,18,0.10515792530374365,7,0.6314594162654308
102,2023-01-07 16:00:00,0.5319730694675137,14,0.5005283749256294,5,0.472700730889895
101,2023-01-07 17:00:00,0.7293731101021741,7,0.21826920520632206,4,0.44906666356016955
103,2023-01-07 18:00:00,0.7706971263104079,7,0.38279936274015725,8,0.38379329963141356
101,2023-01-07 19:00:00,0.8954032706908905,11,0.37483962382910163,1,0.4496813363749035
102,2023-01-07 20:00:00,0.39528698837515036,9,0.45876248443037393,0,0.821412609786497
102,2023-01-07 21:00:00,0.9300856540511979,17,0.42749336590983933,1,0.339940327550324
101,2023-01-07 22:00:00,0.4723133660748038,8,0.13964851301006168,3,0.6067870552291558
103,2023-01-07 23:00:00,0.9426078540351737,13,0.20022713818760265,4,0.25045607438369133
102,2023-01-08 00:00:00,0.760416347246459,7,0.13240057269197844,5,0.34716172918666216
104,2023-01-08 01:00:00,0.4770692131934571,8,0.3378943152026235,3,0.6226381236724525
104,2023-01-08 02:00:00,0.7144795533903104,5,0.2628175866344603,1,0.4534105354231083
101,2023-01-08 03:00:00,0.947216111921251,6,0.4137676716370703,10,0.1617193141102462
104,2023-01-08 04:00:00,0.45132075974364716,14,0.36394193908220107,2,0.7383703261312244
103,2023-01-08 05:00:00,0.6455919004321636,7,0.27866115998044283,9,0.4825339951534817
102,2023-01-08 06:00:00,0.5560700391434146,6,0.569546859347318,8,0.5105749695799919
102,2023-01-08 07:00:00,0.738715131770459,13,0.4853712627040039,6,0.4429582601763824
101,2023-01-08 08:00:00,0.41205016963850905,13,0.15213452836858718,5,0.6918883128363513
103,2023-01-08 09:00:00,0.7857176119978473,10,0.10472697938372486,7,0.4280822099194804
104,2023-01-08 10:00:00,0.5612981842234476,6,0.28129558678499134,2,0.5343942221345623
102,2023-01-08 11:00:00,0.7772149870462617,14,0.15162053805296885,6,0.2774957527649977
104,2023-01-08 12:00:00,0.5707543585178372,12,0.19183707833614397,9,0.5144194373754949
103,2023-01-08 13:00:00,0.7755086975051777,6,0.31108997179962794,3,0.4623108828842878
101,2023-01-08 14:00:00,0.8320983247051885,18,0.41079635458750197,7,0.4048357166617772
101,2023-01-08 15:00:00,0.7647517460584906,20,0.22872594717069525,10,0.35287933238215324
104,2023-01-08 16:00:00,0.7249023747756023,13,0.25306658561249884,5,0.512790018549469
104,2023-01-08 17:00:00,0.5962137388517172,20,0.1478997093137864,9,0.5274750126645277
101,2023-01-08 18:00:00,0.8411872090656516,20,0.29825166657809743,2,0.4703409086746767
104,2023-01-08 19:00:00,0.4700224263494823,9,0.5844742934224939,6,0.48304493855644137
102,2023-01-08 20:00:00,0.5903148465500061,18,0.28989595880548424,6,0.5381945469379181
104,2023-01-08 21:00:00,0.46008320952097237,12,0.4162438290804673,10,0.47052133157785125
102,2023-01-08 22:00:00,0.5629414268420783,15,0.527859415163655,6,0.42989987741972036
104,2023-01-08 23:00:00,0.8352860562951183,12,0.5204900286736235,8,0.20539015163746266
104,2023-01-09 00:00:00,0.7628044999559702,13,0.44635817254272014,2,0.42763385082665195
104,2023-01-09 01:00:00,0.7765373920151999,12,0.3124240893198388,8,0.2504064289847633
102,2023-01-09 02:00:00,0.3803618089204236,18,0.3448170554876844,0,0.7679186233065838
101,2023-01-09 03:00:00,0.6883516838979113,11,0.12958858334827497,6,0.35538239679076733
104,2023-01-09 04:00:00,0.7647417255532271,7,0.32287465123533166,4,0.4080067532883647
102,2023-01-09 05:00:00,0.9124724122690304,15,0.30258251285642956,6,0.20208040998100393
101,2023-01-09 06:00:00,0.5765576667459089,15,0.15458410189430707,5,0.43285838214564415
104,2023-01-09 07:00:00,0.7076260976875492,14,0.23056532346737954,2,0.45414575897442855
103,2023-01-09 08:00:00,0.49778736813034297,18,0.10003656913030287,8,0.4384451960108753
103,2023-01-09 09:00:00,0.5248070838670873,18,0.44631701194585927,5,0.5816146510060638
101,2023-01-09 10:00:00,0.49408952633233355,20,0.20027221700735068,10,0.5927690020734424
101,2023-01-09 11:00:00,0.6288948475318344,20,0.22412366909594847,2,0.6281754902962823
101,2023-01-09 12:00:00,0.5357000283217698,18,0.2528072053841176,5,0.6436057276212168
104,2023-01-09 13:00:00,0.45849661286358356,20,0.43388101444404314,2,0.7041619036190083
101,2023-01-09 14:00:00,0.5758741022234437,16,0.15889513626565968,10,0.46101963483551006
101,2023-01-09 15:00:00,0.6909881893101872,12,0.39482737625525743,6,0.42128278317360945
101,2023-01-09 16:00:00,0.7999815023036472,15,0.32304444242208863,10,0.3232195390165367
103,2023-01-09 17:00:00,0.34929437408469033,6,0.3935750888280639,6,0.5919548776630577
104,2023-01-09 18:00:00,0.5657604932398939,7,0.2809567662142466,5,0.4532411477903631
103,2023-01-09 19:00:00,0.8841403211220571,5,0.4405367120010749,10,0.28471056601611056
103,2023-01-09 20:00:00,0.5193507076897548,17,0.27059313101002813,1,0.5896963577479367
102,2023-01-09 21:00:00,0.41237405039700314,7,0.33613596838803905,8,0.6346087171637891
103,2023-01-09 22:00:00,0.3878977311709353,16,0.5892779163101162,1,0.7987138335660248
103,2023-01-09 23:00:00,0.8251872053730331,7,0.2623659096587474,9,0.3856420410261475
103,2023-01-10 00:00:00,0.6275289442014449,10,0.3848173410788013,10,0.47900672116381326
103,2023-01-10 01:00:00,0.7100189035691287,13,0.4524170339306467,0,0.5032398950549163
102,2023-01-10 02:00:00,0.8064911915075099,13,0.42321139973440325,2,0.3101454661079661
104,2023-01-10 03:00:00,0.3696142083933631,15,0.3874274451866079,0,0.7163085504277954
103,2023-01-10 04:00:00,0.4952783619852283,16,0.5087898703948762,4,0.6697088421305515
104,2023-01-10 05:00:00,0.4765608556948894,13,0.4461268922356617,7,0.48763346088245035
104,2023-01-10 06:00:00,0.4622811057095526,10,0.47318297063416126,6,0.6847872675542421
102,2023-01-10 07:00:00,0.7837177211208457,17,0.17590746284855677,8,0.25662322063970305
101,2023-01-10 08:00:00,0.9307089885938067,6,0.572169850226382,7,0.24075218273059013
102,2023-01-10 09:00:00,0.8310960073302041,7,0.577346012874962,0,0.3340257205054948
102,2023-01-10 10:00:00,0.4445359524729696,15,0.10452611614948917,2,0.7009746820494303
102,2023-01-10 11:00:00,0.5535570912812878,11,0.17648715119608074,0,0.5546825608044541
104,2023-01-10 12:00:00,0.9448036524234478,12,0.15466304661041683,4,0.194937507927677
103,2023-01-10 13:00:00,0.7404936809526842,20,0.3464642319802954,7,0.4590454657451911
102,2023-01-10 14:00:00,0.5901317951741194,10,0.3129646698296592,10,0.49621273325064674
102,2023-01-10 15:00:00,0.6751488720263799,13,0.5544156378169975,1,0.5855397769396119
104,2023-01-10 16:00:00,0.6477636982780117,7,0.105095272364814,2,0.46009683239174426
102,2023-01-10 17:00:00,0.650015623443116,7,0.3669249496518824,1,0.4998112240043455
102,2023-01-10 18:00:00,0.6732348778257431,11,0.46520933367152406,1,0.5581103228517625
103,2023-01-10 19:00:00,0.6943397455762503,15,0.5561065804657895,1,0.5447638754168824
103,2023-01-10 20:00:00,0.9116358342477939,12,0.3835953550843112,5,0.2308305669060208
101,2023-01-10 21:00:00,0.5641826136436847,8,0.3925870700601576,10,0.41766230063030196
103,2023-01-10 22:00:00,0.8894967944667329,14,0.4339997541567727,8,0.1685492908060915
101,2023-01-10 23:00:00,0.309830363529319,6,0.34701998846005844,6,0.6133377496880189
103,2023-01-11 00:00:00,0.8733498030266145,20,0.36363599073399533,8,0.275155956344153
101,2023-01-11 01:00:00,0.4384866590568326,10,0.449768491943383,10,0.4982699550717148
104,2023-01-11 02:00:00,0.40767134531198823,17,0.41247802568372216,2,0.7317103160449514
104,2023-01-11 03:00:00,0.45260542124565395,18,0.17220489357931293,4,0.595467727523395
103,2023-01-11 04:00:00,0.9093709416879809,17,0.4246788109257663,5,0.3061723014368174
102,2023-01-11 05:00:00,0.5497051466128486,6,0.276574944272159,1,0.5277271620512118
101,2023-01-11 06:00:00,0.7700603186925501,18,0.23131825296103034,8,0.3092321833110355
101,2023-01-11 07:00:00,0.5838236967915484,18,0.44229321724487225,7,0.5662157409621897
101,2023-01-11 08:00:00,0.6735487695822469,5,0.43552874822302,2,0.5756404716551715
103,2023-01-11 09:00:00,0.6585627133580731,5,0.3433520211618575,8,0.33111568566809474
103,2023-01-11 10:00:00,0.6710739550377427,11,0.15016016699108217,2,0.5894345645629127
104,2023-01-11 11:00:00,0.38803980175344865,16,0.5730639427553924,0,0.6524387211828259
103,2023-01-11 12:00:00,0.410021001800321,6,0.27103914478140223,3,0.6390546511440595
103,2023-01-11 13:00:00,0.5166741266471735,6,0.5545727873349346,6,0.5013675168891324
101,2023-01-11 14:00:00,0.6322619307087787,6,0.23950947397347752,10,0.48571319471801844
103,2023-01-11 15:00:00,0.7448606025644429,7,0.2769003406462486,0,0.4200743956033814
104,2023-01-11 16:00:00,0.45933000772701504,14,0.30810264497982787,9,0.47033407783813386
102,2023-01-11 17:00:00,0.38740707708474326,17,0.10551955514621628,5,0.6695182052223652
104,2023-01-11 18:00:00,0.6988658903048042,10,0.5861179563135331,0,0.5340146695908305
104,2023-01-11 19:00:00,0.7860550920670724,19,0.5212982621247734,1,0.3948466574453161
103,2023-01-11 20:00:00,0.4893520773943744,5,0.33541529568732187,4,0.6135194193798527
102,2023-01-11 21:00:00,0.5259720902096585,7,0.4555831839863803,6,0.6283386255554764
102,2023-01-11 22:00:00,0.824947102775885,20,0.4461371925318035,10,0.1994226288427441
104,2023-01-11 23:00:00,0.8534828420924043,8,0.2519724984924586,4,0.3507524588964388
101,2023-01-12 00:00:00,0.3915814899248848,9,0.24123267381142063,2,0.7240351900727954
102,2023-01-12 01:00:00,0.6435573107033463,6,0.37075742029849523,7,0.4609413917034193
101,2023-01-12 02:00:00,0.7710995782566678,18,0.3822526491665794,6,0.297556291442132
103,2023-01-12 03:00:00,0.3971780576197653,16,0.42673525457678574,5,0.5615937139980938
103,2023-01-12 04:00:00,0.41758515704598487,17,0.3707631943920461,0,0.8015450071096304
101,2023-01-12 05:00:00,0.41199102168390506,17,0.3007570249635826,10,0.5670895976705271
102,2023-01-12 06:00:00,0.49507788911170436,17,0.2321488900245877,10,0.5766450252748655
104,2023-01-12 07:00:00,0.6026701382754902,18,0.47353054118311566,10,0.33292265300529456
103,2023-01-12 08:00:00,0.43874006347929106,18,0.2178530564927604,2,0.7308608501664045
102,2023-01-12 09:00:00,0.8078612862075363,15,0.4378350252647907,0,0.37456234392663224
101,2023-01-12 10:00:00,0.8820542305205221,8,0.3114618704645703,5,0.24047628328942922
102,2023-01-12 11:00:00,0.3539909418151723,14,0.5445404749892774,0,0.7986821750909991
104,2023-01-12 12:00:00,0.4829255337658822,10,0.1364120165310078,2,0.5799039350493107
102,2023-01-12 13:00:00,0.930877626248775,19,0.4342144979081666,1,0.32774354866416155
102,2023-01-12 14:00:00,0.6395101962120112,19,0.4520050642700284,7,0.3693518368946567
101,2023-01-12 15:00:00,0.7112282175219559,14,0.26159909465750275,10,0.39936067164180955
104,2023-01-12 16:00:00,0.8576299503067726,8,0.3465519544297223,7,0.2773268648630561
103,2023-01-12 17:00:00,0.8694243038822704,15,0.5681070118766754,4,0.33602309735455665
103,2023-01-12 18:00:00,0.3782447323924082,18,0.4072909536329028,9,0.6445720526061899
101,2023-01-12 19:00:00,0.7974347098353964,11,0.4963765557180917,2,0.33749151008782674
103,2023-01-12 20:00:00,0.812783654381442,6,0.15162521561972045,2,0.34138040993530594
102,2023-01-12 21:00:00,0.7257161224927178,5,0.5964202271201883,5,0.32558212246049273
104,2023-01-12 22:00:00,0.5447395739515205,6,0.5261337212569902,2,0.5078717610253228
102,2023-01-12 23:00:00,0.9018585155713235,10,0.36928037540679215,4,0.2996203843795198
101,2023-01-13 00:00:00,0.5750822222064209,16,0.47260112899564455,5,0.5829068181012651
102,2023-01-13 01:00:00,0.740375004671829,5,0.49318222441733595,1,0.4661342403469014
101,2023-01-13 02:00:00,0.7589501429229603,13,0.2524115164024069,3,0.36875152842239906
103,2023-01-13 03:00:00,0.8915534126002747,7,0.2796791319148981,8,0.35411040268289085
101,2023-01-13 04:00:00,0.6572451294344457,18,0.39938810553826465,7,0.34920295003925045
102,2023-01-13 05:00:00,0.43311627822141857,20,0.5146003698613674,9,0.6042861997407725
104,2023-01-13 06:00:00,0.6672540643055335,12,0.41655954537243667,4,0.5127634299455468
104,2023-01-13 07:00:00,0.8796074575096451,17,0.4964251197455214,0,0.42729971235225694
102,2023-01-13 08:00:00,0.5696146585854087,11,0.43938185655766704,3,0.634744417792939
103,2023-01-13 09:00:00,0.7667838666537912,18,0.4528180338946107,7,0.37635771919609995
101,2023-01-13 10:00:00,0.7242875747572152,18,0.1361636286953075,10,0.3261633986334603
102,2023-01-13 11:00:00,0.9485581046088116,12,0.4580728271784742,1,0.3014704460693333
103,2023-01-13 12:00:00,0.8719313934529884,15,0.1288795261335511,7,0.3097341731481703
103,2023-01-13 13:00:00,0.8519323740922928,7,0.22917495962092901,6,0.36196582974578034
103,2023-01-13 14:00:00,0.7129343627413095,9,0.15218337289021136,5,0.33801765252614396
